Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q9JKC0	reviewed	CCL24_MOUSE	C-C motif chemokine 24 (Eosinophil chemotactic protein 2) (Eotaxin-2) (Small-inducible cytokine A24)	Ccl24 Scya24	Mus musculus (Mouse)	119
Q9QXY8	reviewed	CCL7_RAT	C-C motif chemokine 7 (Monocyte chemoattractant protein 3) (Monocyte chemotactic protein 3) (MCP-3) (Small-inducible cytokine A7)	Ccl7 Mcp3 Scya7	Rattus norvegicus (Rat)	97
Q9QZD1	unreviewed	Q9QZD1_RAT	Stromal cell-derived factor 1 (C-X-C motif chemokine 12) (Pre-B cell growth-stimulating factor)	Cxcl12 SDF-1	Rattus norvegicus (Rat)	89
Q9UBD3	reviewed	XCL2_HUMAN	Cytokine SCM-1 beta (C motif chemokine 2) (XC chemokine ligand 2)	XCL2 SCYC2	Homo sapiens (Human)	114
Q9WUZ6	reviewed	CCL17_MOUSE	C-C motif chemokine 17 (ABCD-2) (CC chemokine TARC) (Small-inducible cytokine A17) (Thymus and activation-regulated chemokine)	Ccl17 Tarc	Mus musculus (Mouse)	93
Q9Y258	reviewed	CCL26_HUMAN	C-C motif chemokine 26 (CC chemokine IMAC) (Eotaxin-3) (Macrophage inflammatory protein 4-alpha) (MIP-4-alpha) (Small-inducible cytokine A26) (Thymic stroma chemokine-1) (TSC-1)	CCL26 SCYA26 UNQ216/PRO242	Homo sapiens (Human)	94
Q9Y4X3	reviewed	CCL27_HUMAN	C-C motif chemokine 27 (CC chemokine ILC) (Cutaneous T-cell-attracting chemokine) (CTACK) (ESkine) (IL-11 R-alpha-locus chemokine) (Skinkine) (Small-inducible cytokine A27)	CCL27 ILC SCYA27	Homo sapiens (Human)	112
Q9Z126	reviewed	PLF4_MOUSE	Platelet factor 4 (PF-4) (C-X-C motif chemokine 4)	Pf4 Cxcl4 Scyb4	Mus musculus (Mouse)	105
Q9Z1X0	reviewed	CCL27_MOUSE	C-C motif chemokine 27 (CC chemokine ILC) (Cutaneous T-cell-attracting chemokine) (CTACK) (ESkine) (IL-11 R-alpha-locus chemokine) (ALP) (mILC) (Skinkine) (Small-inducible cytokine A27)	Ccl27 Ilc Scya27	Mus musculus (Mouse)	120
A0A286X9D1	unreviewed	A0A286X9D1_CAVPO	C-X-C motif chemokine	Cxcl8	Cavia porcellus (Guinea pig)	101
A0A286XB05	unreviewed	A0A286XB05_CAVPO	Stromal cell-derived factor 1 (C-X-C motif chemokine 12) (Pre-B cell growth-stimulating factor)	CXCL12	Cavia porcellus (Guinea pig)	119
A0A286XCT1	unreviewed	A0A286XCT1_CAVPO	C-X-C motif chemokine 10 (10 kDa interferon gamma-induced protein) (Small-inducible cytokine B10)	CXCL10	Cavia porcellus (Guinea pig)	97
A0A2I3HIA2	unreviewed	A0A2I3HIA2_NOMLE	C-X-C motif chemokine	PF4	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	106
A0A2I3HR56	unreviewed	A0A2I3HR56_NOMLE	C-X-C motif chemokine	CXCL8	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	101
A0A2R8MWC4	unreviewed	A0A2R8MWC4_CALJA	C-X-C motif chemokine	CXCL10	Callithrix jacchus (White-tufted-ear marmoset)	97
A0A4X1UQX9	unreviewed	A0A4X1UQX9_PIG	C-C motif chemokine	CCL19	Sus scrofa (Pig)	100
A0A5F4WHC5	unreviewed	A0A5F4WHC5_CALJA	C-C motif chemokine	CCL2	Callithrix jacchus (White-tufted-ear marmoset)	98
A0A5G2QQD0	unreviewed	A0A5G2QQD0_PIG	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Sus scrofa (Pig)	119
A0A663D9V6	unreviewed	A0A663D9V6_PANTR	C-X-C motif chemokine	CK820_G0003474	Pan troglodytes (Chimpanzee)	99
A0A669BJ04	unreviewed	A0A669BJ04_ORENI	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	cxcl12a	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	90
A0A6D2WGQ1	unreviewed	A0A6D2WGQ1_PANTR	C-X-C motif chemokine	CK820_G0003525	Pan troglodytes (Chimpanzee)	96
A0A6D2WRB5	unreviewed	A0A6D2WRB5_PANTR	Multifunctional fusion protein [Includes: Platelet factor 4 (PF-4) (C-X-C motif chemokine 4); C-X-C motif chemokine]	CK820_G0003482	Pan troglodytes (Chimpanzee)	101
A0A6P3CWG0	unreviewed	A0A6P3CWG0_SHEEP	C-X-C motif chemokine	JEQ12_017524	Ovis aries (Sheep)	102
A0A6P3E7N8	unreviewed	A0A6P3E7N8_SHEEP	C-C motif chemokine	JEQ12_003313	Ovis aries (Sheep)	98
A0A7N5JM26	unreviewed	A0A7N5JM26_AILME	C-X-C motif chemokine	CXCL10	Ailuropoda melanoleuca (Giant panda)	98
A0A7N5JZA1	unreviewed	A0A7N5JZA1_AILME	C-X-C motif chemokine	CXCL8	Ailuropoda melanoleuca (Giant panda)	101
A0A803YRW6	unreviewed	A0A803YRW6_MELGA	C-C motif chemokine	CCL21	Meleagris gallopavo (Wild turkey)	108
A0A8B7ETN9	unreviewed	A0A8B7ETN9_MICMU	C-C motif chemokine	CCL2	Microcebus murinus (Gray mouse lemur) (Lemur murinus)	119
A0A8B7EZS3	unreviewed	A0A8B7EZS3_MICMU	C-X-C motif chemokine	CXCL8	Microcebus murinus (Gray mouse lemur) (Lemur murinus)	101
A0A8B7HR46	unreviewed	A0A8B7HR46_MICMU	Chemokine interleukin-8-like domain-containing protein	XCL1	Microcebus murinus (Gray mouse lemur) (Lemur murinus)	114
A0A8D1BK15	unreviewed	A0A8D1BK15_PIG	C-X-C motif chemokine	CXCL10	Sus scrofa (Pig)	104
A0A8I3RSK6	unreviewed	A0A8I3RSK6_CANLF	C-C motif chemokine	CCL19	Canis lupus familiaris (Dog) (Canis familiaris)	115
A0A8I3WZJ6	unreviewed	A0A8I3WZJ6_CALJA	Chemokine interleukin-8-like domain-containing protein	LOC100402205	Callithrix jacchus (White-tufted-ear marmoset)	114
A0A8I4A1B7	unreviewed	A0A8I4A1B7_CALJA	C-X-C motif chemokine	CXCL8	Callithrix jacchus (White-tufted-ear marmoset)	101
A0A8P0N515	unreviewed	A0A8P0N515_CANLF	C-C motif chemokine	CCL19	Canis lupus familiaris (Dog) (Canis familiaris)	115
A6HHD5	unreviewed	A6HHD5_RAT	C-C motif chemokine	Ccl12 Ccl12_predicted rCG_34001	Rattus norvegicus (Rat)	98
A6IDF5	unreviewed	A6IDF5_RAT	Lymphotactin (C motif chemokine 1) (Cytokine SCM-1) (Small-inducible cytokine C1)	Xcl1 rCG_46098	Rattus norvegicus (Rat)	114
A6K673	unreviewed	A6K673_RAT	Similar to Small inducible cytokine B13 (CXCL13) (B lymphocyte chemoattractant) (CXC chemokine BLC)	Cxcl13 LOC498335 rCG_37907	Rattus norvegicus (Rat)	109
D3ZKM3	reviewed	GP15L_RAT	Protein GPR15LG (Protein GPR15 ligand) (Protein GPR15L)	Gpr15lg Gpr15l	Rattus norvegicus (Rat)	77
D4ABS1	unreviewed	D4ABS1_RAT	C-C motif chemokine	Ccl12	Rattus norvegicus (Rat)	98
F1RPV4	unreviewed	F1RPV4_PIG	Chemokine (C motif) ligand 1 (Lymphotactin isoform X1)	XCL1	Sus scrofa (Pig)	110
F6QYE4	unreviewed	F6QYE4_MONDO	C-C motif chemokine	CCL19	Monodelphis domestica (Gray short-tailed opossum)	96
F6RGS8	unreviewed	F6RGS8_ORNAN	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Ornithorhynchus anatinus (Duckbill platypus)	113
F6U909	unreviewed	F6U909_HORSE	C-X-C motif chemokine	CXCL8	Equus caballus (Horse)	101
F6Y7V7	unreviewed	F6Y7V7_MONDO	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Monodelphis domestica (Gray short-tailed opossum)	89
F7AWM0	unreviewed	F7AWM0_MONDO	C-X-C motif chemokine	CXCL8	Monodelphis domestica (Gray short-tailed opossum)	101
F7F7W7	unreviewed	F7F7W7_RAT	C-X-C motif chemokine ligand 13	Cxcl13	Rattus norvegicus (Rat)	109
G1R9F6	unreviewed	G1R9F6_NOMLE	C-X-C motif chemokine	CXCL10	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	98
G1T4F1	unreviewed	G1T4F1_RABIT	Lymphotactin (C motif chemokine 1) (Cytokine SCM-1) (Small-inducible cytokine C1)	LOC100349255	Oryctolagus cuniculus (Rabbit)	114
G1TBA6	unreviewed	G1TBA6_RABIT	C-X-C motif chemokine	CXCL10	Oryctolagus cuniculus (Rabbit)	98
G3LUN8	unreviewed	G3LUN8_BOVIN	C-X-C motif chemokine	IL-8	Bos taurus (Bovine)	101
G3QKB7	unreviewed	G3QKB7_GORGO	C-C motif chemokine	CCL19	Gorilla gorilla gorilla (Western lowland gorilla)	98
G3R4U6	unreviewed	G3R4U6_GORGO	C-X-C motif chemokine		Gorilla gorilla gorilla (Western lowland gorilla)	98
G3RHN6	unreviewed	G3RHN6_GORGO	Multifunctional fusion protein [Includes: Platelet factor 4 (PF-4) (C-X-C motif chemokine 4); C-X-C motif chemokine]		Gorilla gorilla gorilla (Western lowland gorilla)	101
G3RJC7	unreviewed	G3RJC7_GORGO	C-C motif chemokine		Gorilla gorilla gorilla (Western lowland gorilla)	99
G3SA80	unreviewed	G3SA80_GORGO	C-X-C motif chemokine		Gorilla gorilla gorilla (Western lowland gorilla)	99
G3SLT4	unreviewed	G3SLT4_LOXAF	Interleukin-8 (C-X-C motif chemokine 8) (Chemokine (C-X-C motif) ligand 8)	CXCL8	Loxodonta africana (African elephant)	109
G3T0V9	unreviewed	G3T0V9_LOXAF	C-X-C motif chemokine	CXCL10	Loxodonta africana (African elephant)	98
G3TJJ5	unreviewed	G3TJJ5_LOXAF	Chemokine interleukin-8-like domain-containing protein		Loxodonta africana (African elephant)	114
G3V6D4	unreviewed	G3V6D4_RAT	Lymphotactin (C motif chemokine 1) (Cytokine SCM-1) (Small-inducible cytokine C1)	Xcl1 XCL1	Rattus norvegicus (Rat)	114
H0UYZ8	unreviewed	H0UYZ8_CAVPO	C-C motif chemokine	CCL19	Cavia porcellus (Guinea pig)	107

H2NTB4	unreviewed	H2NTB4_PONAB	C-C motif chemokine	CCL2 CR201_G0033746	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	99
H2PDK9	unreviewed	H2PDK9_PONAB	Multifunctional fusion protein [Includes: Platelet factor 4 (PF-4) (C-X-C motif chemokine 4); C-X-C motif chemokine]	PF4 CR201_G0024840	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	101
H2PDN5	unreviewed	H2PDN5_PONAB	C-X-C motif chemokine	CXCL10 CR201_G0024882	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	98
H2QPN2	unreviewed	H2QPN2_PANTR	C-X-C motif chemokine	CXCL8 IL8	Pan troglodytes (Chimpanzee)	99
H2QPN6	unreviewed	H2QPN6_PANTR	Multifunctional fusion protein [Includes: Platelet factor 4 (PF-4) (C-X-C motif chemokine 4); C-X-C motif chemokine]	PF4	Pan troglodytes (Chimpanzee)	101
H2QPQ2	unreviewed	H2QPQ2_PANTR	C-X-C motif chemokine	CXCL10	Pan troglodytes (Chimpanzee)	96
H2QX71	unreviewed	H2QX71_PANTR	C-C motif chemokine	CCL19	Pan troglodytes (Chimpanzee)	98
P14097	reviewed	CCL4_MOUSE	C-C motif chemokine 4 (Immune activation protein 2) (ACT-2) (ACT2) (Macrophage inflammatory protein 1-beta) (MIP-1-beta) (Protein H400) (SIS-gamma) (Small-inducible cytokine A4)	Ccl4 Mip1b Scya4	Mus musculus (Mouse)	92
P22952	reviewed	AMC2_PIG	Alveolar macrophage chemotactic factor 2 (Alveolar macrophage chemotactic factor II) (AMCF-II)		Sus scrofa (Pig)	117
P27784	reviewed	CCL6_MOUSE	C-C motif chemokine 6 (Protein C10) (Small-inducible cytokine A6) [Cleaved into: CCL6(22-95); CCL6(23-95)]	Ccl6 C10 Scya6	Mus musculus (Mouse)	116
P30035	reviewed	PLF4_SHEEP	Platelet factor 4 (PF-4) (C-X-C motif chemokine 4)	PF4 CXCL4 SCYB4	Ovis aries (Sheep)	85
P43030	reviewed	CXCL7_PIG	Platelet basic protein (PBP) (C-X-C motif chemokine 7) (Small-inducible cytokine B7)	PPBP CXCL7 SCYB7	Sus scrofa (Pig)	119
P49873	reviewed	CCL8_PIG	C-C motif chemokine 8 (Monocyte chemoattractant protein 2) (Monocyte chemotactic protein 2) (MCP-2) (Small-inducible cytokine A8)	CCL8 MCP2 SCYA8	Sus scrofa (Pig)	99
P52203	reviewed	CCL2_CANLF	C-C motif chemokine 2 (Monocyte chemoattractant protein 1) (Monocyte chemotactic protein 1) (MCP-1) (Small-inducible cytokine A2)	CCL2 MCP1 SCYA2	Canis lupus familiaris (Dog) (Canis familiaris)	101
P82535	reviewed	AMC_RABIT	Alveolar macrophage chemotactic factor (Neutrophil chemotactic protein) (NPC)		Oryctolagus cuniculus (Rabbit)	76
Q08782	reviewed	CCL2_CAVPO	C-C motif chemokine 2 (Monocyte chemoattractant protein 1) (Monocyte chemotactic protein 1) (MCP-1) (Small-inducible cytokine A2)	CCL2 MCP1 SCYA2	Cavia porcellus (Guinea pig)	120
Q3ZBN3	unreviewed	Q3ZBN3_BOVIN	C-C motif chemokine	CCL19	Bos taurus (Bovine)	102
Q548V9	unreviewed	Q548V9_MOUSE	C-X-C motif chemokine	Cxcl10 Scyb10	Mus musculus (Mouse)	98
Q5I0J6	unreviewed	Q5I0J6_RAT	Chemokine (C-X-C motif) ligand 13	Cxcl13 LOC498335	Rattus norvegicus (Rat)	108
Q5S1S3	unreviewed	Q5S1S3_PIG	C-X-C motif chemokine	CXCL10	Sus scrofa (Pig)	104
Q64H35	reviewed	CCL26_CANLF	C-C motif chemokine 26 (Eotaxin-3) (Small-inducible cytokine A26)	CCL26	Canis lupus familiaris (Dog) (Canis familiaris)	94
Q68AY9	reviewed	CCL8_CANLF	C-C motif chemokine 8 (Monocyte chemoattractant protein 2) (Monocyte chemotactic protein 2) (MCP-2) (Small-inducible cytokine A8)	CCL8 MCP2	Canis lupus familiaris (Dog) (Canis familiaris)	99
Q68CM2	unreviewed	Q68CM2_PIG	C-X-C motif chemokine		Sus scrofa (Pig)	103
Q6W5C0	reviewed	CXCL3_MOUSE	C-X-C motif chemokine 3 (Dendritic cell inflammatory protein 1)	Cxcl3 Dcip1 Gm1960	Mus musculus (Mouse)	100
Q95MZ7	unreviewed	Q95MZ7_SHEEP	C-X-C motif chemokine	IP-10 CXCL10	Ovis aries (Sheep)	102
Q9TTQ3	reviewed	CCL2_HORSE	C-C motif chemokine 2 (Monocyte chemoattractant protein 1) (Monocyte chemotactic protein 1) (MCP-1) (Small-inducible cytokine A2)	CCL2 MCP1 SCYA2	Equus caballus (Horse)	99
Q9TTS6	reviewed	CCL11_BOVIN	Eotaxin (C-C motif chemokine 11) (Small-inducible cytokine A11)	CCL11	Bos taurus (Bovine)	97
Q9WUQ5	reviewed	CXL14_MOUSE	C-X-C motif chemokine 14 (B-cell and monocyte-activating chemokine) (Chemokine BRAK) (Kidney-expressed chemokine CXC) (MIP-2G) (Small-inducible cytokine B14)	Cxcl14 Bmac Kec Ks1 Mip2g Scyb14	Mus musculus (Mouse)	99
Q9Z121	reviewed	CCL8_MOUSE	C-C motif chemokine 8 (Monocyte chemoattractant protein 2) (Monocyte chemotactic protein 2) (MCP-2) (Small-inducible cytokine A8)	Ccl8 Mcp2 Scya8	Mus musculus (Mouse)	97
S5TPE2	unreviewed	S5TPE2_SHEEP	C-X-C motif chemokine	IL-8	Ovis aries (Sheep)	101
A0A0G2JYH6	unreviewed	A0A0G2JYH6_RAT	C-C motif chemokine ligand 24	Ccl24	Rattus norvegicus (Rat)	115
A0A0N4SUZ8	unreviewed	A0A0N4SUZ8_MOUSE	C-C motif chemokine	Ccl19	Mus musculus (Mouse)	116
A0A0R4INB9	reviewed	CX111_DANRE	C-X-C motif chemokine 11-1	cxcl11.1 cxcl11aa	Danio rerio (Zebrafish) (Brachydanio rerio)	94
A0A286XCB0	unreviewed	A0A286XCB0_CAVPO	Lymphotactin (C motif chemokine 1) (Cytokine SCM-1) (Small-inducible cytokine C1)	LOC100714756	Cavia porcellus (Guinea pig)	114
A0A286XN83	unreviewed	A0A286XN83_CAVPO	C-X-C motif chemokine	CXCL11	Cavia porcellus (Guinea pig)	97
A0A287BN00	unreviewed	A0A287BN00_PIG	C-C motif chemokine	CCL26	Sus scrofa (Pig)	94
A0A2I3RK63	unreviewed	A0A2I3RK63_PANTR	C-C motif chemokine	CCL13	Pan troglodytes (Chimpanzee)	98
A0A2I3TV26	unreviewed	A0A2I3TV26_PANTR	C-C motif chemokine	CCL11	Pan troglodytes (Chimpanzee)	97
A0A2R8P6F7	unreviewed	A0A2R8P6F7_CALJA	C-C motif chemokine ligand 8	CCL8	Callithrix jacchus (White-tufted-ear marmoset)	99
A0A3Q1M085	unreviewed	A0A3Q1M085_BOVIN	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Bos taurus (Bovine)	119
A0A3Q1M5V9	unreviewed	A0A3Q1M5V9_BOVIN	C-C motif chemokine	CCL26	Bos taurus (Bovine)	94
A0A3Q1NB11	unreviewed	A0A3Q1NB11_BOVIN	C-C motif chemokine		Bos taurus (Bovine)	89
A0A3Q2KVU7	unreviewed	A0A3Q2KVU7_HORSE	C-C motif chemokine ligand 24	CCL24	Equus caballus (Horse)	109
A0A4X1T9Y7	unreviewed	A0A4X1T9Y7_PIG	C-C motif chemokine	CCL11	Sus scrofa (Pig)	97
A0A5F4WD53	unreviewed	A0A5F4WD53_CALJA	C-X-C motif chemokine ligand 13	CXCL13	Callithrix jacchus (White-tufted-ear marmoset)	104
A0A5F9CYC5	unreviewed	A0A5F9CYC5_RABIT	C-C motif chemokine	CCL19	Oryctolagus cuniculus (Rabbit)	109
A0A669D2I6	unreviewed	A0A669D2I6_ORENI	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	cxcl12b	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	102
A0A6D2XBM0	unreviewed	A0A6D2XBM0_PANTR	C-C motif chemokine	CK820_G0028672	Pan troglodytes (Chimpanzee)	97
A0A6D2XI59	unreviewed	A0A6D2XI59_PANTR	C-C motif chemokine	CK820_G0014397	Pan troglodytes (Chimpanzee)	98
A0A6D2XXF3	unreviewed	A0A6D2XXF3_PONAB	C-C motif chemokine ligand 24 (CCL24 isoform 1) (CCL24 isoform 2)	CCL24 CR201_G0040186	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	119
A0A6D2Y3F8	unreviewed	A0A6D2Y3F8_PANTR	C-X-C motif chemokine	CK820_G0003560	Pan troglodytes (Chimpanzee)	109
A0A6P3EE98	unreviewed	A0A6P3EE98_SHEEP	C-C motif chemokine	JEQ12_012618	Ovis aries (Sheep)	94
A0A6P3EGX0	unreviewed	A0A6P3EGX0_SHEEP	C-C motif chemokine	JEQ12_003314	Ovis aries (Sheep)	97
A0A6P7DF91	unreviewed	A0A6P7DF91_SHEEP	Chemokine interleukin-8-like domain-containing protein	JEQ12_012619	Ovis aries (Sheep)	116
A0A7N5JD91	unreviewed	A0A7N5JD91_AILME	Cytokine SCM-1 beta		Ailuropoda melanoleuca (Giant panda)	112
A0A7N5JDK7	unreviewed	A0A7N5JDK7_AILME	C-C motif chemokine	CCL26	Ailuropoda melanoleuca (Giant panda)	105
A0A7N5JVR6	unreviewed	A0A7N5JVR6_AILME	C-C motif chemokine	CCL5	Ailuropoda melanoleuca (Giant panda)	91
A0A7N5K062	unreviewed	A0A7N5K062_AILME	C-C motif chemokine ligand 8	CCL8	Ailuropoda melanoleuca (Giant panda)	99
A0A7N5KL52	unreviewed	A0A7N5KL52_AILME	C-C motif chemokine	LOC100469047	Ailuropoda melanoleuca (Giant panda)	93
A0A803SMD1	unreviewed	A0A803SMD1_ANOCA	C-X-C motif chemokine	CXCL13	Anolis carolinensis (Green anole) (American chameleon)	96
A0A8B7EYN1	unreviewed	A0A8B7EYN1_MICMU	C-X-C motif chemokine	CXCL10	Microcebus murinus (Gray mouse lemur) (Lemur murinus)	98
A0A8B7F1A6	unreviewed	A0A8B7F1A6_MICMU	C-X-C motif chemokine ligand 13	CXCL13	Microcebus murinus (Gray mouse lemur) (Lemur murinus)	111
A0A8B7HMC3	unreviewed	A0A8B7HMC3_MICMU	C-C motif chemokine	LOC105881608	Microcebus murinus (Gray mouse lemur) (Lemur murinus)	120
A0A8B7I6B2	unreviewed	A0A8B7I6B2_MICMU	C-C motif chemokine	CCL8	Microcebus murinus (Gray mouse lemur) (Lemur murinus)	99
A0A8C0T5A2	unreviewed	A0A8C0T5A2_CANLF	C-X-C motif chemokine	CXCL13	Canis lupus familiaris (Dog) (Canis familiaris)	110
A0A8C0TUX0	unreviewed	A0A8C0TUX0_CANLF	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Canis lupus familiaris (Dog) (Canis familiaris)	119
A0A8C5Y5G9	unreviewed	A0A8C5Y5G9_MICMU	C-C motif chemokine ligand 24	CCL24	Microcebus murinus (Gray mouse lemur) (Lemur murinus)	119
A0A8C6EK44	unreviewed	A0A8C6EK44_MICMU	C-C motif chemokine	CCL19	Microcebus murinus (Gray mouse lemur) (Lemur murinus)	98
A0A8D0QYD0	unreviewed	A0A8D0QYD0_PIG	C-C motif chemokine	CCL8	Sus scrofa (Pig)	99
A0A8D0V261	unreviewed	A0A8D0V261_PIG	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Sus scrofa (Pig)	119
A0A8D1AK59	unreviewed	A0A8D1AK59_PIG	Chemokine interleukin-8-like domain-containing protein		Sus scrofa (Pig)	110
A0A8D1DCB4	unreviewed	A0A8D1DCB4_PIG	C-C motif chemokine	CCL8	Sus scrofa (Pig)	97
A0A8D1WA14	unreviewed	A0A8D1WA14_PIG	C-C motif chemokine		Sus scrofa (Pig)	100
A0A8I3NMN5	unreviewed	A0A8I3NMN5_CANLF	C-X-C motif chemokine	CXCL13	Canis lupus familiaris (Dog) (Canis familiaris)	110
A0A8I3PX81	unreviewed	A0A8I3PX81_CANLF	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Canis lupus familiaris (Dog) (Canis familiaris)	119
A2VBZ2	unreviewed	A2VBZ2_MELGA	C-X-C motif chemokine	cxcli2 IL8	Meleagris gallopavo (Wild turkey)	103
A6HHD4	unreviewed	A6HHD4_RAT	C-C motif chemokine	Ccl11 rCG_34880	Rattus norvegicus (Rat)	97
A6HHI7	unreviewed	A6HHI7_RAT	C-C motif chemokine	Ccl3 rCG_34044	Rattus norvegicus (Rat)	92
A6KK92	unreviewed	A6KK92_RAT	C-X-C motif chemokine	Cxcl10 rCG_60375	Rattus norvegicus (Rat)	98
A9QWQ1	reviewed	CXL11_BOVIN	C-X-C motif chemokine 11 (Small-inducible cytokine B11)	CXCL11	Bos taurus (Bovine)	100
B3DGM0	unreviewed	B3DGM0_DANRE	C-C motif chemokine	ccl20a.3 CH73-320I17.1 LOC100004509 zgc:195195 zgc:195209	Danio rerio (Zebrafish) (Brachydanio rerio)	99
B3GDZ4	unreviewed	B3GDZ4_PIG	C-C motif chemokine	CCL2	Sus scrofa (Pig)	99
B3VH90	unreviewed	B3VH90_BOVIN	C-C motif chemokine	CCL11	Bos taurus (Bovine)	97
B5DEM2	unreviewed	B5DEM2_RAT	C-X-C motif chemokine	Cxcl11 rCG_60434	Rattus norvegicus (Rat)	100
C7F842	unreviewed	C7F842_PIG	C-C motif chemokine	CCL8	Sus scrofa (Pig)	99
D3ZDY4	unreviewed	D3ZDY4_RAT	C-C motif chemokine	Ccl1	Rattus norvegicus (Rat)	92
D9YM45	unreviewed	D9YM45_MOUSE	C-X-C motif chemokine 16 (Transmembrane chemokine CXCL16)	Cxcl16	Mus musculus (Mouse)	119
F1QBE9	unreviewed	F1QBE9_DANRE	C-C motif chemokine 25 (Small-inducible cytokine A25)	ccl25b	Danio rerio (Zebrafish) (Brachydanio rerio)	106
F6Q1T6	unreviewed	F6Q1T6_RAT	Chemokine (C-C motif) ligand 24 (RCG21808)	Ccl24 rCG_21808	Rattus norvegicus (Rat)	119
F6ZD18	unreviewed	F6ZD18_HORSE	C-C motif chemokine	CCL26	Equus caballus (Horse)	94
F6ZX45	unreviewed	F6ZX45_HORSE	C-X-C motif chemokine	CXCL13	Equus caballus (Horse)	110
F7BQ31	unreviewed	F7BQ31_CALJA	C-C motif chemokine	CCL19	Callithrix jacchus (White-tufted-ear marmoset)	98
G1L6W7	unreviewed	G1L6W7_AILME	C-X-C motif chemokine ligand 13	CXCL13	Ailuropoda melanoleuca (Giant panda)	110
G1M5G9	unreviewed	G1M5G9_AILME	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Ailuropoda melanoleuca (Giant panda)	119
G1QLE8	unreviewed	G1QLE8_NOMLE	C-C motif chemokine	CCL11	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	97
G1QLF8	unreviewed	G1QLF8_NOMLE	C-C motif chemokine	CCL8	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	99
G1R9B8	unreviewed	G1R9B8_NOMLE	C-X-C motif chemokine	CXCL11	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	94
G1R9S8	unreviewed	G1R9S8_NOMLE	C-X-C motif chemokine ligand 13	CXCL13	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	109
G1RB61	unreviewed	G1RB61_NOMLE	C-C motif chemokine ligand 24	CCL24	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	118
G1RB74	unreviewed	G1RB74_NOMLE	C-C motif chemokine	CCL26	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	94
G1SPZ3	unreviewed	G1SPZ3_RABIT	Chemokine (C-C motif) ligand 11	CCL11	Oryctolagus cuniculus (Rabbit)	96
G1TR38	unreviewed	G1TR38_RABIT	C-X-C motif chemokine ligand 13	CXCL13	Oryctolagus cuniculus (Rabbit)	105
G3QK67	unreviewed	G3QK67_GORGO	C-C motif chemokine	CCL13	Gorilla gorilla gorilla (Western lowland gorilla)	98
G3QPB9	unreviewed	G3QPB9_GORGO	C-C motif chemokine		Gorilla gorilla gorilla (Western lowland gorilla)	109
G3QPC3	unreviewed	G3QPC3_GORGO	C-C motif chemokine	CCL8	Gorilla gorilla gorilla (Western lowland gorilla)	99
G3R3B6	unreviewed	G3R3B6_GORGO	C-X-C motif chemokine		Gorilla gorilla gorilla (Western lowland gorilla)	114
G3RE10	unreviewed	G3RE10_GORGO	C-X-C motif chemokine		Gorilla gorilla gorilla (Western lowland gorilla)	109
G3RRC3	unreviewed	G3RRC3_GORGO	C-C motif chemokine		Gorilla gorilla gorilla (Western lowland gorilla)	96
G3T4V5	unreviewed	G3T4V5_LOXAF	C-X-C motif chemokine ligand 13	CXCL13	Loxodonta africana (African elephant)	110
G3TAQ9	unreviewed	G3TAQ9_LOXAF	C-C motif chemokine ligand 8	CCL8	Loxodonta africana (African elephant)	95
G3U0E4	unreviewed	G3U0E4_LOXAF	Chemokine interleukin-8-like domain-containing protein		Loxodonta africana (African elephant)	95
G3U2Z0	unreviewed	G3U2Z0_LOXAF	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Loxodonta africana (African elephant)	119
G3UCE9	unreviewed	G3UCE9_LOXAF	C-C motif chemokine	CCL19	Loxodonta africana (African elephant)	103
