Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q9WUZ6	reviewed	CCL17_MOUSE	C-C motif chemokine 17 (ABCD-2) (CC chemokine TARC) (Small-inducible cytokine A17) (Thymus and activation-regulated chemokine)	Ccl17 Tarc	Mus musculus (Mouse)	93
Q9Y258	reviewed	CCL26_HUMAN	C-C motif chemokine 26 (CC chemokine IMAC) (Eotaxin-3) (Macrophage inflammatory protein 4-alpha) (MIP-4-alpha) (Small-inducible cytokine A26) (Thymic stroma chemokine-1) (TSC-1)	CCL26 SCYA26 UNQ216/PRO242	Homo sapiens (Human)	94
Q9Y4X3	reviewed	CCL27_HUMAN	C-C motif chemokine 27 (CC chemokine ILC) (Cutaneous T-cell-attracting chemokine) (CTACK) (ESkine) (IL-11 R-alpha-locus chemokine) (Skinkine) (Small-inducible cytokine A27)	CCL27 ILC SCYA27	Homo sapiens (Human)	112
Q9Z126	reviewed	PLF4_MOUSE	Platelet factor 4 (PF-4) (C-X-C motif chemokine 4)	Pf4 Cxcl4 Scyb4	Mus musculus (Mouse)	105
Q9Z1X0	reviewed	CCL27_MOUSE	C-C motif chemokine 27 (CC chemokine ILC) (Cutaneous T-cell-attracting chemokine) (CTACK) (ESkine) (IL-11 R-alpha-locus chemokine) (ALP) (mILC) (Skinkine) (Small-inducible cytokine A27)	Ccl27 Ilc Scya27	Mus musculus (Mouse)	120
A0A1D5QJ91	unreviewed	A0A1D5QJ91_MACMU	C-X-C motif chemokine	CXCL13	Macaca mulatta (Rhesus macaque)	109
A0A2I2UFH1	unreviewed	A0A2I2UFH1_FELCA	C-X-C motif chemokine	CXCL10	Felis catus (Cat) (Felis silvestris catus)	98
A0A3Q2U125	unreviewed	A0A3Q2U125_CHICK	C-C motif chemokine	LOC100857191	Gallus gallus (Chicken)	108
A0A4X1UQX9	unreviewed	A0A4X1UQX9_PIG	C-C motif chemokine	CCL19	Sus scrofa (Pig)	100
A0A5G2QQD0	unreviewed	A0A5G2QQD0_PIG	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Sus scrofa (Pig)	119
A0A663D9V6	unreviewed	A0A663D9V6_PANTR	C-X-C motif chemokine	CK820_G0003474	Pan troglodytes (Chimpanzee)	99
A0A6D2WGQ1	unreviewed	A0A6D2WGQ1_PANTR	C-X-C motif chemokine	CK820_G0003525	Pan troglodytes (Chimpanzee)	96
A0A6D2WRB5	unreviewed	A0A6D2WRB5_PANTR	Multifunctional fusion protein [Includes: Platelet factor 4 (PF-4) (C-X-C motif chemokine 4); C-X-C motif chemokine]	CK820_G0003482	Pan troglodytes (Chimpanzee)	101
A0A803YRW6	unreviewed	A0A803YRW6_MELGA	C-C motif chemokine	CCL21	Meleagris gallopavo (Wild turkey)	108
A0A8D1BK15	unreviewed	A0A8D1BK15_PIG	C-X-C motif chemokine	CXCL10	Sus scrofa (Pig)	104
A0A8I3RSK6	unreviewed	A0A8I3RSK6_CANLF	C-C motif chemokine	CCL19	Canis lupus familiaris (Dog) (Canis familiaris)	115
A0A8J8XVV0	unreviewed	A0A8J8XVV0_MACMU	C-X-C motif chemokine	EGK_15774	Macaca mulatta (Rhesus macaque)	98
A0A8J8XX17	unreviewed	A0A8J8XX17_MACMU	Multifunctional fusion protein [Includes: Platelet factor 4 (PF-4) (C-X-C motif chemokine 4); C-X-C motif chemokine]	EGK_15793	Macaca mulatta (Rhesus macaque)	101
A0A8P0N515	unreviewed	A0A8P0N515_CANLF	C-C motif chemokine	CCL19	Canis lupus familiaris (Dog) (Canis familiaris)	115
A3DTN6	unreviewed	A3DTN6_CHICK	C-X-C motif chemokine	IL8	Gallus gallus (Chicken)	103
A6HHD5	unreviewed	A6HHD5_RAT	C-C motif chemokine	Ccl12 Ccl12_predicted rCG_34001	Rattus norvegicus (Rat)	98
A6IDF5	unreviewed	A6IDF5_RAT	Lymphotactin (C motif chemokine 1) (Cytokine SCM-1) (Small-inducible cytokine C1)	Xcl1 rCG_46098	Rattus norvegicus (Rat)	114
A6K673	unreviewed	A6K673_RAT	Similar to Small inducible cytokine B13 (CXCL13) (B lymphocyte chemoattractant) (CXC chemokine BLC)	Cxcl13 LOC498335 rCG_37907	Rattus norvegicus (Rat)	109
D3ZKM3	reviewed	GP15L_RAT	Protein GPR15LG (Protein GPR15 ligand) (Protein GPR15L)	Gpr15lg Gpr15l	Rattus norvegicus (Rat)	77
D4ABS1	unreviewed	D4ABS1_RAT	C-C motif chemokine	Ccl12	Rattus norvegicus (Rat)	98
F1RPV4	unreviewed	F1RPV4_PIG	Chemokine (C motif) ligand 1 (Lymphotactin isoform X1)	XCL1	Sus scrofa (Pig)	110
F6QYE4	unreviewed	F6QYE4_MONDO	C-C motif chemokine	CCL19	Monodelphis domestica (Gray short-tailed opossum)	96
F6RGS8	unreviewed	F6RGS8_ORNAN	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Ornithorhynchus anatinus (Duckbill platypus)	113
F6U909	unreviewed	F6U909_HORSE	C-X-C motif chemokine	CXCL8	Equus caballus (Horse)	101
F6Y7V7	unreviewed	F6Y7V7_MONDO	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Monodelphis domestica (Gray short-tailed opossum)	89
F7AWM0	unreviewed	F7AWM0_MONDO	C-X-C motif chemokine	CXCL8	Monodelphis domestica (Gray short-tailed opossum)	101
F7F7W7	unreviewed	F7F7W7_RAT	C-X-C motif chemokine ligand 13	Cxcl13	Rattus norvegicus (Rat)	109
F7H741	unreviewed	F7H741_MACMU	C-X-C motif chemokine	CXCL10	Macaca mulatta (Rhesus macaque)	98
G3LUN8	unreviewed	G3LUN8_BOVIN	C-X-C motif chemokine	IL-8	Bos taurus (Bovine)	101
G3NV16	unreviewed	G3NV16_GASAC	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)		Gasterosteus aculeatus aculeatus (three-spined stickleback)	102
G3V6D4	unreviewed	G3V6D4_RAT	Lymphotactin (C motif chemokine 1) (Cytokine SCM-1) (Small-inducible cytokine C1)	Xcl1 XCL1	Rattus norvegicus (Rat)	114
G7MT32	unreviewed	G7MT32_MACMU	Multifunctional fusion protein [Includes: Platelet factor 4 (PF-4) (C-X-C motif chemokine 4); C-X-C motif chemokine]	PF4	Macaca mulatta (Rhesus macaque)	101

H2QPN2	unreviewed	H2QPN2_PANTR	C-X-C motif chemokine	CXCL8 IL8	Pan troglodytes (Chimpanzee)	99
H2QPN6	unreviewed	H2QPN6_PANTR	Multifunctional fusion protein [Includes: Platelet factor 4 (PF-4) (C-X-C motif chemokine 4); C-X-C motif chemokine]	PF4	Pan troglodytes (Chimpanzee)	101
H2QPQ2	unreviewed	H2QPQ2_PANTR	C-X-C motif chemokine	CXCL10	Pan troglodytes (Chimpanzee)	96
H2QX71	unreviewed	H2QX71_PANTR	C-C motif chemokine	CCL19	Pan troglodytes (Chimpanzee)	98
M3VVI4	unreviewed	M3VVI4_FELCA	C-C motif chemokine	CCL2	Felis catus (Cat) (Felis silvestris catus)	99
O62657	reviewed	SDF1_FELCA	Stromal cell-derived factor 1 (SDF-1) (C-X-C motif chemokine 12)	CXCL12 SDF1	Felis catus (Cat) (Felis silvestris catus)	93
P14097	reviewed	CCL4_MOUSE	C-C motif chemokine 4 (Immune activation protein 2) (ACT-2) (ACT2) (Macrophage inflammatory protein 1-beta) (MIP-1-beta) (Protein H400) (SIS-gamma) (Small-inducible cytokine A4)	Ccl4 Mip1b Scya4	Mus musculus (Mouse)	92
P22952	reviewed	AMC2_PIG	Alveolar macrophage chemotactic factor 2 (Alveolar macrophage chemotactic factor II) (AMCF-II)		Sus scrofa (Pig)	117
P27784	reviewed	CCL6_MOUSE	C-C motif chemokine 6 (Protein C10) (Small-inducible cytokine A6) [Cleaved into: CCL6(22-95); CCL6(23-95)]	Ccl6 C10 Scya6	Mus musculus (Mouse)	116
P43030	reviewed	CXCL7_PIG	Platelet basic protein (PBP) (C-X-C motif chemokine 7) (Small-inducible cytokine B7)	PPBP CXCL7 SCYB7	Sus scrofa (Pig)	119
P49873	reviewed	CCL8_PIG	C-C motif chemokine 8 (Monocyte chemoattractant protein 2) (Monocyte chemotactic protein 2) (MCP-2) (Small-inducible cytokine A8)	CCL8 MCP2 SCYA8	Sus scrofa (Pig)	99
P52203	reviewed	CCL2_CANLF	C-C motif chemokine 2 (Monocyte chemoattractant protein 1) (Monocyte chemotactic protein 1) (MCP-1) (Small-inducible cytokine A2)	CCL2 MCP1 SCYA2	Canis lupus familiaris (Dog) (Canis familiaris)	101
P61275	reviewed	CCL2_MACMU	C-C motif chemokine 2 (Monocyte chemoattractant protein 1) (Monocyte chemotactic protein 1) (MCP-1) (Small-inducible cytokine A2)	CCL2 MCP1 SCYA2	Macaca mulatta (Rhesus macaque)	99
Q1XHL4	unreviewed	Q1XHL4_ORYLA	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	sdf1a cxcl12b sdf1b	Oryzias latipes (Japanese rice fish) (Japanese killifish)	102
Q3ZBN3	unreviewed	Q3ZBN3_BOVIN	C-C motif chemokine	CCL19	Bos taurus (Bovine)	102
Q548V9	unreviewed	Q548V9_MOUSE	C-X-C motif chemokine	Cxcl10 Scyb10	Mus musculus (Mouse)	98
Q5I0J6	unreviewed	Q5I0J6_RAT	Chemokine (C-X-C motif) ligand 13	Cxcl13 LOC498335	Rattus norvegicus (Rat)	108
Q5S1S3	unreviewed	Q5S1S3_PIG	C-X-C motif chemokine	CXCL10	Sus scrofa (Pig)	104
Q64H35	reviewed	CCL26_CANLF	C-C motif chemokine 26 (Eotaxin-3) (Small-inducible cytokine A26)	CCL26	Canis lupus familiaris (Dog) (Canis familiaris)	94
Q68AY9	reviewed	CCL8_CANLF	C-C motif chemokine 8 (Monocyte chemoattractant protein 2) (Monocyte chemotactic protein 2) (MCP-2) (Small-inducible cytokine A8)	CCL8 MCP2	Canis lupus familiaris (Dog) (Canis familiaris)	99
Q68CM2	unreviewed	Q68CM2_PIG	C-X-C motif chemokine		Sus scrofa (Pig)	103
Q6W5C0	reviewed	CXCL3_MOUSE	C-X-C motif chemokine 3 (Dendritic cell inflammatory protein 1)	Cxcl3 Dcip1 Gm1960	Mus musculus (Mouse)	100
Q8HYP7	unreviewed	Q8HYP7_MACMU	C-C motif chemokine	CCL19	Macaca mulatta (Rhesus macaque)	98
Q8MIZ1	reviewed	CXL10_MACMU	C-X-C motif chemokine 10 (10 kDa interferon gamma-induced protein) (Gamma-IP10) (IP-10) (Small-inducible cytokine B10)	CXCL10 SCYB10	Macaca mulatta (Rhesus macaque)	98
Q9TTQ3	reviewed	CCL2_HORSE	C-C motif chemokine 2 (Monocyte chemoattractant protein 1) (Monocyte chemotactic protein 1) (MCP-1) (Small-inducible cytokine A2)	CCL2 MCP1 SCYA2	Equus caballus (Horse)	99
Q9TTS6	reviewed	CCL11_BOVIN	Eotaxin (C-C motif chemokine 11) (Small-inducible cytokine A11)	CCL11	Bos taurus (Bovine)	97
Q9WUQ5	reviewed	CXL14_MOUSE	C-X-C motif chemokine 14 (B-cell and monocyte-activating chemokine) (Chemokine BRAK) (Kidney-expressed chemokine CXC) (MIP-2G) (Small-inducible cytokine B14)	Cxcl14 Bmac Kec Ks1 Mip2g Scyb14	Mus musculus (Mouse)	99
Q9Z121	reviewed	CCL8_MOUSE	C-C motif chemokine 8 (Monocyte chemoattractant protein 2) (Monocyte chemotactic protein 2) (MCP-2) (Small-inducible cytokine A8)	Ccl8 Mcp2 Scya8	Mus musculus (Mouse)	97
A0A0G2JYH6	unreviewed	A0A0G2JYH6_RAT	C-C motif chemokine ligand 24	Ccl24	Rattus norvegicus (Rat)	115
A0A0N4SUZ8	unreviewed	A0A0N4SUZ8_MOUSE	C-C motif chemokine	Ccl19	Mus musculus (Mouse)	116
A0A0R4INB9	reviewed	CX111_DANRE	C-X-C motif chemokine 11-1	cxcl11.1 cxcl11aa	Danio rerio (Zebrafish) (Brachydanio rerio)	94
A0A287BN00	unreviewed	A0A287BN00_PIG	C-C motif chemokine	CCL26	Sus scrofa (Pig)	94
A0A2I2U3A5	unreviewed	A0A2I2U3A5_FELCA	C-X-C motif chemokine	CXCL13	Felis catus (Cat) (Felis silvestris catus)	100
A0A2I3RK63	unreviewed	A0A2I3RK63_PANTR	C-C motif chemokine	CCL13	Pan troglodytes (Chimpanzee)	98
A0A2I3TV26	unreviewed	A0A2I3TV26_PANTR	C-C motif chemokine	CCL11	Pan troglodytes (Chimpanzee)	97
A0A3P9L7D4	unreviewed	A0A3P9L7D4_ORYLA	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)		Oryzias latipes (Japanese rice fish) (Japanese killifish)	102
A0A3Q1M085	unreviewed	A0A3Q1M085_BOVIN	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Bos taurus (Bovine)	119
A0A3Q1M5V9	unreviewed	A0A3Q1M5V9_BOVIN	C-C motif chemokine	CCL26	Bos taurus (Bovine)	94
A0A3Q1NB11	unreviewed	A0A3Q1NB11_BOVIN	C-C motif chemokine		Bos taurus (Bovine)	89
A0A3Q2KVU7	unreviewed	A0A3Q2KVU7_HORSE	C-C motif chemokine ligand 24	CCL24	Equus caballus (Horse)	109
A0A4X1T9Y7	unreviewed	A0A4X1T9Y7_PIG	C-C motif chemokine	CCL11	Sus scrofa (Pig)	97
A0A5F7ZXE3	unreviewed	A0A5F7ZXE3_MACMU	C-C motif chemokine	CCL11	Macaca mulatta (Rhesus macaque)	97
A0A5K1UBV0	unreviewed	A0A5K1UBV0_MACMU	C-C motif chemokine	CCL1	Macaca mulatta (Rhesus macaque)	96
A0A674NL48	unreviewed	A0A674NL48_TAKRU	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	cxcl12b	Takifugu rubripes (Japanese pufferfish) (Fugu rubripes)	101
A0A6D2XBM0	unreviewed	A0A6D2XBM0_PANTR	C-C motif chemokine	CK820_G0028672	Pan troglodytes (Chimpanzee)	97
A0A6D2XI59	unreviewed	A0A6D2XI59_PANTR	C-C motif chemokine	CK820_G0014397	Pan troglodytes (Chimpanzee)	98
A0A6D2Y3F8	unreviewed	A0A6D2Y3F8_PANTR	C-X-C motif chemokine	CK820_G0003560	Pan troglodytes (Chimpanzee)	109
A0A803SMD1	unreviewed	A0A803SMD1_ANOCA	C-X-C motif chemokine	CXCL13	Anolis carolinensis (Green anole) (American chameleon)	96
A0A8C0T5A2	unreviewed	A0A8C0T5A2_CANLF	C-X-C motif chemokine	CXCL13	Canis lupus familiaris (Dog) (Canis familiaris)	110
A0A8C0TUX0	unreviewed	A0A8C0TUX0_CANLF	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Canis lupus familiaris (Dog) (Canis familiaris)	119
A0A8C3HFR6	unreviewed	A0A8C3HFR6_CHRPI	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Chrysemys picta bellii (Western painted turtle) (Emys bellii)	89
A0A8C3HY95	unreviewed	A0A8C3HY95_CHRPI	C-C motif chemokine	CCL19	Chrysemys picta bellii (Western painted turtle) (Emys bellii)	115
A0A8C3I450	unreviewed	A0A8C3I450_CHRPI	C-X-C motif chemokine ligand 8	CXCL8	Chrysemys picta bellii (Western painted turtle) (Emys bellii)	104
A0A8C5BNU3	unreviewed	A0A8C5BNU3_GADMO	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	cxcl12b	Gadus morhua (Atlantic cod)	101
A0A8D0QYD0	unreviewed	A0A8D0QYD0_PIG	C-C motif chemokine	CCL8	Sus scrofa (Pig)	99
A0A8D0V261	unreviewed	A0A8D0V261_PIG	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Sus scrofa (Pig)	119
A0A8D1AK59	unreviewed	A0A8D1AK59_PIG	Chemokine interleukin-8-like domain-containing protein		Sus scrofa (Pig)	110
A0A8D1DCB4	unreviewed	A0A8D1DCB4_PIG	C-C motif chemokine	CCL8	Sus scrofa (Pig)	97
A0A8D1WA14	unreviewed	A0A8D1WA14_PIG	C-C motif chemokine		Sus scrofa (Pig)	100
A0A8I3NMN5	unreviewed	A0A8I3NMN5_CANLF	C-X-C motif chemokine	CXCL13	Canis lupus familiaris (Dog) (Canis familiaris)	110
A0A8I3PX81	unreviewed	A0A8I3PX81_CANLF	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Canis lupus familiaris (Dog) (Canis familiaris)	119
A0A8J1L498	unreviewed	A0A8J1L498_XENLA	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	cxcl12.L cxcl12 sdf-1 sdf1 xSDF-1 xSDF-1alpha	Xenopus laevis (African clawed frog)	103
A0A8J8YAA4	unreviewed	A0A8J8YAA4_MACMU	C-C motif chemokine	EGK_13587	Macaca mulatta (Rhesus macaque)	94
A0AAQ4RY15	unreviewed	A0AAQ4RY15_GASAC	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)		Gasterosteus aculeatus aculeatus (three-spined stickleback)	102
A1A632	unreviewed	A1A632_XENLA	Interleukin-8 (LOC100036815 protein) (Uncharacterized protein LOC100036815 precursor)	cxcl8a.L cxcl8 cxcl8.L cxcl8a.1.L gcp-1 IL-8 il-8 il8 LOC100036815 lynap mdncf monap nap-1	Xenopus laevis (African clawed frog)	103
A2VBZ2	unreviewed	A2VBZ2_MELGA	C-X-C motif chemokine	cxcli2 IL8	Meleagris gallopavo (Wild turkey)	103
A6HHD4	unreviewed	A6HHD4_RAT	C-C motif chemokine	Ccl11 rCG_34880	Rattus norvegicus (Rat)	97
A6HHI7	unreviewed	A6HHI7_RAT	C-C motif chemokine	Ccl3 rCG_34044	Rattus norvegicus (Rat)	92
A6KK92	unreviewed	A6KK92_RAT	C-X-C motif chemokine	Cxcl10 rCG_60375	Rattus norvegicus (Rat)	98
A9QWQ1	reviewed	CXL11_BOVIN	C-X-C motif chemokine 11 (Small-inducible cytokine B11)	CXCL11	Bos taurus (Bovine)	100
B3DGM0	unreviewed	B3DGM0_DANRE	C-C motif chemokine	ccl20a.3 CH73-320I17.1 LOC100004509 zgc:195195 zgc:195209	Danio rerio (Zebrafish) (Brachydanio rerio)	99
B3GDZ4	unreviewed	B3GDZ4_PIG	C-C motif chemokine	CCL2	Sus scrofa (Pig)	99
B3VH90	unreviewed	B3VH90_BOVIN	C-C motif chemokine	CCL11	Bos taurus (Bovine)	97
B5DEM2	unreviewed	B5DEM2_RAT	C-X-C motif chemokine	Cxcl11 rCG_60434	Rattus norvegicus (Rat)	100
C7F842	unreviewed	C7F842_PIG	C-C motif chemokine	CCL8	Sus scrofa (Pig)	99
D3ZDY4	unreviewed	D3ZDY4_RAT	C-C motif chemokine	Ccl1	Rattus norvegicus (Rat)	92
D9YM45	unreviewed	D9YM45_MOUSE	C-X-C motif chemokine 16 (Transmembrane chemokine CXCL16)	Cxcl16	Mus musculus (Mouse)	119
F1QBE9	unreviewed	F1QBE9_DANRE	C-C motif chemokine 25 (Small-inducible cytokine A25)	ccl25b	Danio rerio (Zebrafish) (Brachydanio rerio)	106
F6Q1T6	unreviewed	F6Q1T6_RAT	Chemokine (C-C motif) ligand 24 (RCG21808)	Ccl24 rCG_21808	Rattus norvegicus (Rat)	119
F6S7Q8	unreviewed	F6S7Q8_MACMU	C-C motif chemokine	CCL26	Macaca mulatta (Rhesus macaque)	94
F6Y1J3	unreviewed	F6Y1J3_MACMU	C-C motif chemokine	CCL13	Macaca mulatta (Rhesus macaque)	98
F6Y1K4	unreviewed	F6Y1K4_MACMU	C-C motif chemokine	CCL8	Macaca mulatta (Rhesus macaque)	109
F6Y1Q0	unreviewed	F6Y1Q0_MACMU	C-C motif chemokine	CCL7	Macaca mulatta (Rhesus macaque)	99
F6ZD18	unreviewed	F6ZD18_HORSE	C-C motif chemokine	CCL26	Equus caballus (Horse)	94
F6ZX45	unreviewed	F6ZX45_HORSE	C-X-C motif chemokine	CXCL13	Equus caballus (Horse)	110
H2QCN5	unreviewed	H2QCN5_PANTR	C-C motif chemokine	CCL8	Pan troglodytes (Chimpanzee)	109
H2QCN6	unreviewed	H2QCN6_PANTR	C-C motif chemokine	CCL1	Pan troglodytes (Chimpanzee)	96
H2QPQ3	unreviewed	H2QPQ3_PANTR	C-X-C motif chemokine	CXCL11	Pan troglodytes (Chimpanzee)	94
H2QPR5	unreviewed	H2QPR5_PANTR	C-X-C motif chemokine	CXCL13	Pan troglodytes (Chimpanzee)	109
H2R9L7	unreviewed	H2R9L7_PANTR	C-C motif chemokine	CCL7	Pan troglodytes (Chimpanzee)	109
H3BX75	unreviewed	H3BX75_TETNG	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)		Tetraodon nigroviridis (Spotted green pufferfish) (Chelonodon nigroviridis)	99
M3WJ48	unreviewed	M3WJ48_FELCA	C-C motif chemokine	CCL8	Felis catus (Cat) (Felis silvestris catus)	99
M3X6S8	unreviewed	M3X6S8_FELCA	C-C motif chemokine	CCL13	Felis catus (Cat) (Felis silvestris catus)	98
N0GW19	unreviewed	N0GW19_DANRE	Chemokine (C-X-C motif) ligand 8b, duplicate 1 (Interleukin-8, like 1) (Interleukin-8b.1 precursor)	cxcl8b.1 il8l1	Danio rerio (Zebrafish) (Brachydanio rerio)	118
O62812	reviewed	IL8_HORSE	Interleukin-8 (IL-8) (C-X-C motif chemokine 8) (Chemokine (C-X-C motif) ligand 8)	CXCL8 IL8	Equus caballus (Horse)	101
O88430	reviewed	CCL22_MOUSE	C-C motif chemokine 22 (Activated B and dendritic cell-derived) (CC chemokine ABCD-1) (Small-inducible cytokine A22)	Ccl22 Abcd1 Scya22	Mus musculus (Mouse)	92
P41324	reviewed	IL8_CANLF	Interleukin-8 (IL-8) (C-X-C motif chemokine 8) (Chemokine (C-X-C motif) ligand 8)	CXCL8 IL8	Canis lupus familiaris (Dog) (Canis familiaris)	101
P82943	reviewed	REG1_BOVIN	Regakine-1		Bos taurus (Bovine)	92
Q0WZB5	unreviewed	Q0WZB5_ANAPL	C-X-C motif chemokine	Anpl-IL8 Anpl-IL*08-03 IL8	Anas platyrhynchos (Mallard) (Anas boschas)	103
Q17QA1	reviewed	CCL4_BOVIN	C-C motif chemokine 4 (Small-inducible cytokine A4)	CCL4 SCY4A	Bos taurus (Bovine)	92
Q2KIR3	unreviewed	Q2KIR3_BOVIN	C-C motif chemokine ligand 24 (Chemokine (C-C motif) ligand 24)	CCL24	Bos taurus (Bovine)	116
Q3TVN6	unreviewed	Q3TVN6_MOUSE	Multifunctional fusion protein [Includes: Platelet factor 4 (PF-4) (C-X-C motif chemokine 4); C-X-C motif chemokine]	Pf4 Cxcl4	Mus musculus (Mouse)	105
Q3U0A4	unreviewed	Q3U0A4_MOUSE	C-C motif chemokine	Ccl24	Mus musculus (Mouse)	119
Q3U1J5	unreviewed	Q3U1J5_MOUSE	C-X-C motif chemokine	Cxcl2	Mus musculus (Mouse)	100
Q56JW7	unreviewed	Q56JW7_BOVIN	C-X-C motif chemokine	CXCL13	Bos taurus (Bovine)	109
Q5EBF6	reviewed	SDF1_XENTR	Stromal cell-derived factor 1 (SDF-1) (C-X-C motif chemokine 12)	cxcl12 sdf1	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	93
Q5PPP2	unreviewed	Q5PPP2_RAT	C-C motif chemokine ligand 24	Ccl24	Rattus norvegicus (Rat)	119
Q68AZ0	reviewed	CCL4_CANLF	C-C motif chemokine 4 (Small-inducible cytokine A4)	CCL4 SCYA4	Canis lupus familiaris (Dog) (Canis familiaris)	92
Q68FP3	reviewed	CCL6_RAT	C-C motif chemokine 6 (Small-inducible cytokine A6)	Ccl6	Rattus norvegicus (Rat)	115
Q68Y86	reviewed	CCL24_CANLF	C-C motif chemokine 24 (Eosinophil chemotactic protein 2) (Eotaxin-2) (Small-inducible cytokine A24)	CCL24	Canis lupus familiaris (Dog) (Canis familiaris)	119
Q68Y88	reviewed	CCL13_CANLF	C-C motif chemokine 13 (Monocyte chemoattractant protein 4) (Monocyte chemotactic protein 4) (MCP-4) (Small-inducible cytokine A13)	CCL13	Canis lupus familiaris (Dog) (Canis familiaris)	98
Q6I9T4	unreviewed	Q6I9T4_HUMAN	C-C motif chemokine	CCL11 hCG_29299	Homo sapiens (Human)	97
Q6T7C0	unreviewed	Q6T7C0_CHICK	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	SDF1	Gallus gallus (Chicken)	89
Q711P4	reviewed	CCL4_PIG	C-C motif chemokine 4 (Macrophage inflammatory protein 1-beta) (MIP-1-beta) (Small-inducible cytokine A4)	CCL4 MIP1B SCY4A	Sus scrofa (Pig)	92
Q7TNL0	unreviewed	Q7TNL0_RAT	C-X-C motif chemokine	Cxcl11	Rattus norvegicus (Rat)	100
Q8HYP4	reviewed	CCL23_MACMU	C-C motif chemokine 23 (Small-inducible cytokine A23)	CCL23	Macaca mulatta (Rhesus macaque)	120
Q8HYP8	reviewed	CCL18_MACMU	C-C motif chemokine 18 (Small-inducible cytokine A18)	CCL18	Macaca mulatta (Rhesus macaque)	88
Q8HYQ1	reviewed	CCL5_MACMU	C-C motif chemokine 5 (Small-inducible cytokine A5) (T-cell-specific protein RANTES)	CCL5	Macaca mulatta (Rhesus macaque)	91
Q8HYQ2	reviewed	CCL4_MACMU	C-C motif chemokine 4 (Macrophage inflammatory protein 1-beta) (MIP-1-beta) (Small-inducible cytokine A4)	CCL4 MIP1B SCYA4	Macaca mulatta (Rhesus macaque)	92
Q8HYS0	reviewed	CCL5_CANLF	C-C motif chemokine 5 (Small-inducible cytokine A5) (T-cell-specific protein RANTES)	CCL5 SCYA5	Canis lupus familiaris (Dog) (Canis familiaris)	91
Q8I021	reviewed	CCL17_FELCA	C-C motif chemokine 17 (CC chemokine TARC) (Small-inducible cytokine A17) (Thymus and activation-regulated chemokine)	CCL17 TARC	Felis catus (Cat) (Felis silvestris catus)	99
Q8K477	unreviewed	Q8K477_RAT	Eotaxin-2-like protein	Ccl24	Rattus norvegicus (Rat)	119
Q8MIN2	reviewed	CXCL6_HORSE	C-X-C motif chemokine 6 (Granulocyte chemotactic protein 2) (GCP-2) (Small-inducible cytokine B6)	CXCL6 GCP2 SCYB6	Equus caballus (Horse)	113
Q8MIT7	reviewed	CCL11_MACMU	Eotaxin (C-C motif chemokine 11) (Small-inducible cytokine A11)	CCL11 SCYA11	Macaca mulatta (Rhesus macaque)	97
Q8MKD0	reviewed	CCL5_HORSE	C-C motif chemokine 5 (Small-inducible cytokine A5) (T-cell-specific protein RANTES)	CCL5 SCYA5	Equus caballus (Horse)	91
Q8SQ40	reviewed	CCL5_FELCA	C-C motif chemokine 5 (Small-inducible cytokine A5) (T-cell-specific protein RANTES)	CCL5 SCYA5	Felis catus (Cat) (Felis silvestris catus)	92
Q8SQB1	reviewed	CCL20_BOVIN	C-C motif chemokine 20 (Macrophage inflammatory protein 3 alpha) (MIP-3-alpha) (Small-inducible cytokine A20)	CCL20 MIP3A SCYA20	Bos taurus (Bovine)	96
Q90826	reviewed	CCL4_CHICK	C-C motif chemokine 4 homolog (Macrophage inflammatory protein 1-beta homolog) (MIP-1-beta) (Small-inducible cytokine A4 homolog)	CCL4 SCYA4	Gallus gallus (Chicken)	90
Q95N01	reviewed	CCL17_CANLF	C-C motif chemokine 17 (CC chemokine TARC) (Small-inducible cytokine A17) (Thymus and activation-regulated chemokine)	CCL17 TARC	Canis lupus familiaris (Dog) (Canis familiaris)	99
Q9ERE0	reviewed	CCL17_RAT	C-C motif chemokine 17 (CC chemokine TARC) (Small-inducible cytokine A17) (Thymus and activation-regulated chemokine)	Ccl17 Abcd-2 Tarc	Rattus norvegicus (Rat)	93
